author,fans_count,content,created_time,updated_time,comment_count,voteup_count,url
求道者,140,总觉得哪里不对劲，当我看到这个图我就明白了。懂得都懂。。。,2021-12-31 20:45:21,2021-12-31 20:50:22,0,9,https://www.zhihu.com/api/v4/answers/2293541994
匿名用户,0,,2021-12-30 00:23:22,2021-12-30 03:23:30,0,8,https://www.zhihu.com/api/v4/answers/2291219955
暗影炮打,5,这什么弱智问题，当然不可能。,2021-12-17 16:40:47,2021-12-17 16:40:47,0,23,https://www.zhihu.com/api/v4/answers/2275229094
里欧先生,180,贺岁？贺什么岁？你们别成心气中国人了行么？,2021-12-30 16:52:34,2021-12-30 16:52:34,1,3,https://www.zhihu.com/api/v4/answers/2292101280
leo,62,这种只在午夜满场的鬼片能当票房冠军？你在逗我？,2021-12-29 12:54:53,2021-12-29 12:54:53,0,2,https://www.zhihu.com/api/v4/answers/2290372101
川叔院子,56,会的。前提是所有电影都不上映，就它一部！,2021-12-29 12:56:46,2021-12-29 12:56:46,0,1,https://www.zhihu.com/api/v4/answers/2290374566
上杉,10,能拉到赞助拍第二部我就佩服导演。怀疑，营销费恐怕比制作费还高，饭圈学的吧。,2022-01-02 08:05:56,2022-01-02 08:05:56,1,0,https://www.zhihu.com/api/v4/answers/2294739815
堤高于岸浪必摧之,8,第一个节点：圣诞+周六=三千万第二个节点：元旦=一千万第三个节点：我要庆祝一下，明天去报复性看《爱情神话》。,2022-01-01 21:23:08,2022-01-01 21:28:09,0,1,https://www.zhihu.com/api/v4/answers/2294464925
赛貂蝉,39,做什么春秋大梦呢,2021-12-29 14:29:01,2021-12-29 14:29:01,0,1,https://www.zhihu.com/api/v4/answers/2290507121
扳手,44,把买水军和洗吧的钱丢进票房里，也不至于像现在这么难看吧。,2021-12-31 12:26:51,2021-12-31 12:26:51,0,0,https://www.zhihu.com/api/v4/answers/2292992777
郭君,3,抛开长相不谈，角色人物还是蛮讨喜的；抛开剧情不谈，这故事还是很有意思的；排开票房不谈，这电影还是蛮成功的；抛开注水不谈，上座率还是挺高的；抛开水军不谈，电影口碑还是很棒的；抛开良心不谈，导演和主创团队还是值得尊重的。抛开现实不谈，虽然是动画，但电影还是蛮写实的。最后，祝制作方和喜爱该电影的粉丝们的长相都能越来越符合自己的审美，梦想照进现实，并天天开心。PS：我在广东工作过，有很多广东本地的同事，他们眼睛都蛮大的，靓仔靓妹很多，但这只是我的偏见，如有不同意见还请以电影为准。,2022-01-05 12:43:30,2022-01-05 12:43:30,0,0,https://www.zhihu.com/api/v4/answers/2298473048
扳手,44,把买水军和洗吧的钱丢进票房里，也不至于像现在这么难看吧。,2021-12-31 12:26:51,2021-12-31 12:26:51,0,0,https://www.zhihu.com/api/v4/answers/2292992777
郭君,3,抛开长相不谈，角色人物还是蛮讨喜的；抛开剧情不谈，这故事还是很有意思的；排开票房不谈，这电影还是蛮成功的；抛开注水不谈，上座率还是挺高的；抛开水军不谈，电影口碑还是很棒的；抛开良心不谈，导演和主创团队还是值得尊重的。抛开现实不谈，虽然是动画，但电影还是蛮写实的。最后，祝制作方和喜爱该电影的粉丝们的长相都能越来越符合自己的审美，梦想照进现实，并天天开心。PS：我在广东工作过，有很多广东本地的同事，他们眼睛都蛮大的，靓仔靓妹很多，但这只是我的偏见，如有不同意见还请以电影为准。,2022-01-05 12:43:30,2022-01-05 12:43:30,0,0,https://www.zhihu.com/api/v4/answers/2298473048
就叫我狗蛋吧,379,烂得跟狗屎一样,2022-01-06 08:50:06,2022-01-06 08:50:06,0,0,https://www.zhihu.com/api/v4/answers/2299538450
知乎用户,329,《雄狮少年》凭借8.4的评分领衔评分最高华语电影。与大部分提前开分的高口碑作品后续评分会下降不同，《雄狮少年》在正式上映后的豆瓣、猫眼评分，均比点映时期上涨0.1分，这说明《雄狮少年》不仅得到了资深影迷的认可，也获得了普通观众的认同。但与影片的高口碑形成对比的，则是票房遇冷的尴尬。这对于电影人来说，是意料之中，也是期望之外。业内看片会后，很多电影人都认为《雄狮少年》是一部不错的动画电影，一改之前电影从暑期挪档后5000万元票房的低预判。尤其在此前《大圣归来》、《哪吒》以及今年的《白蛇2：青蛇劫起》等动画电影均取得了不错的成绩后，高口碑动画作品成为年底小爆款来拯救遇冷的贺岁档票房，也就成了大多数电影人的期待。不过，大部分业内人士虽然心怀期望，但他们对电影本身以及市场现状还是有着比较“清醒”的认知。济南百丽宫影城经理董文欣虽然很看好《雄狮少年》，但是原创动画IP在国内始终难以跨越票房鸿沟：“虽然《雄狮少年》的质量还是比较惊喜的，但原创动画IP电影在国内就没有过大爆的先例，所以一开始我觉得达到5亿票房就很不错了。”电影行业从业人员、影视博主@电影温特也持有相似观点，他表示，“业界一开始预估的票房落点大概在5-8亿元。”但点映时期，网上很多报道都预测这部电影票房将达10亿元、20亿元、30亿元，原因一是业内人士大都抱着这部动画电影有望成为潜力股的期待，希望能够卖座；二则是一个宣传“噱头”，希望吸引更多人关注报道。然而，截至发稿前，《雄狮少年》正式上映已有8天，目前票房9842万元，不要说达到点映时期宣传的25亿元，就连猫眼专业版如今预计的3.98亿元最终票房，似乎也难以企及。从最初的5000万无，到后来的25亿元，再到如今的3.98亿元，业内对于《雄狮少年》的票房预测经历了“九曲十八弯”的改变，不依靠神话IP的原创动画电影，真的难以成为爆款吗？口碑两极分化豆瓣8.3的开分，各路影评人、大V的超高好评，让不少观众都对《雄狮少年》抱有极高的预期。但正式上映后，这部电影的口碑也开始呈现两极分化。虽然“咸鱼翻身”的故事有些老套，但如果讲好了也未必没有新意。包括桃桃林林在内的很多影评人和影迷在参与看片会后，都认为电影打动自己的点在于它的结局没有“无脑升华”。主角并没有因为成为舞狮冠军就改变了自己的人生、获得了所有人的尊重，或是他的父母被拯救、自己也走向了“人生巅峰”。实际上，舞完狮后，他还要面对打工挣钱养家的现实问题。虽然人生不会被理想主义改变，但主角的心境却会因此发生变化。“这应该也是影片想表达的最核心的东西，虽然我们不一定会赢，但也不能轻易认输，人总要为自己的目标去拼搏。”桃桃林林谈道。另一个闪光点在于，《雄狮少年》的主题是动画电影领域里极少涉及的现实题材作品，其对留守少年、城市漂泊者等底层人们的关注，在董文欣等业内人士看来也是非常难得的。“影片还将舞狮这一传统文化和现实的奋斗结合在一起，借此讲述主角的高光时刻，同时不‘童话’、够现实残酷的结局，也会带给观众非常强烈的余味。”甚至央视新闻也点评《雄狮少年》是“表达文化自信，弘扬民族精神”。此外，《雄狮少年》的美术、光影、运镜、场景设计等，都做到了比较完善的地步，在看片会后及点映期间就收到了各方好评。种种因素叠加下，业内看片会后，众多影评人、大V及业内人士都给出了“年度最佳”评价，预测的票房落点也从最开始的5000万元涨到了25亿元甚至更多。票房的高预测，也直接反应到了证券市场上。《雄狮少年》的出品方华录百纳的股价，从12月6日起的4.97元/股，一度飙升至7.29元/股，截至12月24日收盘，华录百纳股价为6.43元/股。由于12月电影市场大盘的表现总体“疲软”，这让业内有着高预期的《雄狮少年》在12月17日正式上映首日，便拿到了院线25.2%的排片，甚至超过了同天上映的《误杀2》。当然，这也与《误杀2》选择18:00起片有关。只不过，随着点映的推进和影片正式上映后，业内对于《雄狮少年》的预估票房落点也在不断降低。之前鼓吹《雄狮少年》必成爆款的声音也消失不见，影评人或片方的宣传重点也落在了电影品质上，对票房前景的推测几不可闻。等到电影正式上映后，不少走进影院的普通观众则发现，虽然《雄狮少年》确如影评一样，有很多优点，但是在剧本上却有着“致命缺陷”。尽管结局的立意不错，但掩盖不了《雄狮少年》的剧情设定依然是一个老套的故事，老套到一句话就可以概括出全部剧情。主角阿娟和朋友阿猫阿狗的最初设定就是一群“loser”，他们在不断学习舞狮中最终实现成长，完成自我激励或救赎。这个“励志”套路，今年在同样以“少年之名”的《燃野少年的天空》和《五个扑水的少年》影片里，就有几乎一模一样的发展脉络。影评人桃桃林林也表示，单从剧情设定而言，《雄狮少年》确实没什么讨论的意义。甚至有网友直接在影评中写道，“明明有实力可以达到90分，但偏偏因为剧本不行，毁了整部电影。”影片前半段的剧情讲述方式也遭到不少诟病。许多观众指出，前半段剧情拖沓、转折生硬，部分主要角色故事线讲述得不完整，以及一些配角完全是“工具人”属性；且对于港片尤其是周星驰喜剧的借鉴意味过于明显，这都是他们觉得影片无法评为佳作、且目前的评价有些“过誉”的重要原因。高分低票房，谁的“锅”？尽管有不少批评的声音，但网络上对《雄狮少年》的评价大部分依然是夸赞，在豆瓣上也拿到了8.4的高分。那么，为什么《雄狮少年》有着高评价却不卖座呢？事实上，“叫好不叫座”是很多电影面临的问题，部分影迷的喜爱往往不能代表大众的口味。在影视博主电影温特看来，豆瓣上聚集的大部分是影迷、资深影视爱好者；而普通观众关注的则是猫眼、淘票票等平台，豆瓣评分有多高，对普通观众来说并不算吸引其观看的决定性因素。“很多优质纪录片都是有着8、9分的豆瓣评分，却依然是冷门电影。”其实，《雄狮少年》的票房低迷，很大一部分都是宣发的“锅”。此前，电影宣发方将点映时期的宣发策略重点放在了“高评分高质量”上。看片会和点映时期影评人、资深影迷给予的“年度最佳”等评价，虽然极大地提高了观众观看前的期待，但当观众抱着“超越《哪吒之魔童降世》”的期待走入影院后，发现这部电影其实“瑕瑜并存”时，势必会感到不满或遗憾。此外，电影温特认为，《雄狮少年》没有将宣发重点放在能够感染观众的共鸣点上，导致影片不仅没有形成令人难忘的记忆点帮助扩散出圈，也没给到观众一个必须去电影院花钱看的理由。而此前大火的电影，尤其是动画电影，都会在宣传期就打造出一个让观众印象深刻、且能够主动传播的共鸣点，比如《哪吒》的“我命由我不由天”、《寻梦环游记》的“死亡不可怕，可怕的是被遗忘”等，都是观众看到后会感兴趣并主动转发的记忆点。其次，虽然片方邀请到了吴京宣传电影，但没有借助这一点去做更多的“发散”。另外，观众天妖表示，片方没有去邀请更多广东或香港的打星帮忙宣传，这一点也比较遗憾，因为《雄狮少年》的故事发生在广东，主要讲的还是醒狮文化，且影片的开头还提到了黄飞鸿，如果能请来曾饰演过黄飞鸿的李连杰帮忙宣传，效果可能也更好。电影温特认为，不仅正向的宣传基础没有打好，宣发对于影片负面的回应也不够谨慎。在角色模型数造设定引发争议、拉低了路人观众的印象分时，宣发方不仅没有在前期很好地引导观众，还任由导演和编剧去回应这一敏感的负面问题，最终的结果只能是被各方解读“越描越黑”。另一方面，非动漫受众的路人群体，依然会抱有“动漫是给小孩子看的”的想法。尤其《雄狮少年》的题材选择了一个原创形象，相比传统神话IP，终究是比较缺少路人缘的。在天妖看来，舞狮传统文化题材的动画，在不了解相关文化的普通观众眼中，很容易被误会为是“小众文艺的自我感动”，普通观众也会望而却步。此外，众多业内人士也认为，疫情影响下电影市场大盘不景气，也是《雄狮少年》无法大卖的原因之一。桃桃林林告诉燃财经：“动画电影主要受众群体就是青少年，因此上映的最好时机应该是暑期档。”《雄狮少年》因为疫情等原因，从暑期档挪档到12月，结果又迎来了学生期末、大盘冷清等问题。虽然目前还不知道《雄狮少年》的最终票房表现，但可以确定，这部电影很难成为市场意义上的“爆款”了。国漫未来该怎么走？随着行业发展和用户的扩大，市场对于动漫内容的需求其实是与日俱增的。有预测指出，到2022年，中国在线动画市场规模有望达到280亿的规模。艾瑞公司发布的《2020年中国动漫产业研究报告》也显示，泛二次元用户规模有望在2020年突破4亿。巨大的市场需求需要国产动画行业加速发展才能跟上“节奏”。但从目前的市场情况来看，国产动画电影不仅作品质量“飘忽不定”，且至今还无法保证每年票房10亿元+的稳定爆款产出。如果参照日本、美国两个动画产业大国的发展，可以发现国产动画和漫画几乎是完全割裂的两种状态，并没有打造完善的产业链进行联动发展。在产业链的缺失下，仅靠一两部爆款就想实现动漫产业大发展是不可能的。因此，哪怕《雄狮少年》真的成为票房25亿元的爆款，也不会成为国产动画行业的“救世主”。不过，《雄狮少年》对于国产动画电影的最大意义，在于其拓宽了题材范围，更新了技术表现力。天妖认为，《雄狮少年》的出现，引导市场看到了古装、神话、武侠以外的传统民间艺术题材。而吸取国外的成功经验也是国产动画行业发展迈出的第一步。在天妖看来，目前国产动画产业受日本创作模式影响过深，但从目前的发展情况来看，美国将作品解释权掌握在创作团队、而非个别作者手中的模式，也许更适合国内的发展。在模仿学习的基础上，也不能限制于神话、童话、民间传说等题材，要结合社情、国情找到适合的现代题材。董文欣也认同这种观点，“国产动画可以在传统民族文化、个人奋斗等元素上进行更多的开拓，这样我们的动画、电影才能够有未来，进而发展成好莱坞的模式。其实好莱坞、迪士尼都是从传统IP改编起家，然后逐步发展创新，就比如皮克斯的原创精髓都是立足于‘魔幻世界’。我们也可以向他们学习，将带有民族性、现实主义、传统案例等内容发展结合，再融入当下的价值观等。”此外，《雄狮少年》之所以没有真正成为爆款，其最大的“硬伤”在于剧本的缺陷。此前的《大鱼海棠》、《姜子牙》等跟爆款“失之交臂”的影片，其被诟病的最大原因也在于剧情老套或糟糕。很多观众也表示，看动画电影之前，“先谈剧情，再谈技术”，这也充分证明了编剧是国产动画行业崛起的重要基石。但据《2020年中国动漫产业研究报告》显示，由于薪资和劳动强度的不匹配，优质人才和从业人员的不足始终是困扰中国动漫产业发展的难题。且动漫行业编剧还面临着一个窘境，相比与影视剧行业，国产动画行业还没有出现一个足够知名的编剧。这也意味着，动漫行业的编剧，比之影视行业更没有话语权，也没有办法保证自己的权益。这也形成了一个恶性循环。影视、动漫编剧锦鲤表示，“因为无法产出大卖的好作品，编剧的待遇无法提升，产业也就很难留下人才；人才的外流，进一步压缩了好内容出现的机会和频率，然后更加吸引不到外面的投资和人才涌入，完全是一个死循环。”因此，国产动画行业想要大规模发展，首要的是留住能做原创的人才，因为动画电影、番剧等作品都需要源源不断的原创才能保证行业的生命力。“艺术本来就是多元化、发散的，人才越多，写出的原创作品越多，出精品的概率才越高。另外，提升编剧的话语权，打破导演中心制，让导演和编剧进行团队共创，也是非常重要的,2021-12-30 14:37:24,2021-12-30 14:37:24,13,10,https://www.zhihu.com/api/v4/answers/2291882166
陌途,1,这个片的导演和制片是谁来着？以后有他们的电影，是不是就可以坚绝不看了,2021-12-29 13:07:24,2021-12-29 13:07:24,0,6,https://www.zhihu.com/api/v4/answers/2290388833
大格子,8931,不会，因为这部片子太残酷了，残酷到我一个成年人都心惊。因为网上极其两极的争论让我出于好奇约朋友看了《雄狮少年》，两个成年人在影院嗷嗷哭。与其说这是一部弘扬舞狮文化的片子，不如是一个乡村留守男孩的残酷青春物语，阿娟、阿猫、阿狗和咸鱼强的脊梁已被现实压弯，只有在舞狮的戏份时他们才能昂首挺胸有一种梦幻的热血和幸福。父亲工地受伤卧床，刚成年的阿娟一夜长大，替父亲挑起家庭的重担，工地的生活环境真实得可怕，没有未来的明天将这个少年压的喘不过气来，如果没有舞狮这个精神支柱，他也会像那幕工厂背影一样被生活折磨得日渐麻木。少年热血难凉，他最终还是选择拿上狮头拼博一把，即使在决赛圈赢得所有舞狮队的肯定，即使超越自我将狮头挂到最高的柱子上，即使和女神拍了照片，但是在这一刹那的灿烂之后，归于生活，主角还是去了上海打工，并没有逆天改命，生活依旧很苦，但他内心已经成熟强大。看完这部片子之后我才意识到，我已经很多年没在电影院看到这么残酷的展现我们苦的那一部分国人的电影了，更何况这还是一部动画片，注定是不会有高票房的。票房的失利也无否认这部作品画面和音乐的优秀，以及剧情的完成度。个人觉得台词的处理，特别是煽情部分的处理太过直给且不够口语化，然后男主角的配音有点秀气，部分台词时像上颌贴了一颗糖一样口齿含糊。至于人设形象方面见仁见智吧，对于这种极端卡通的表达我个人能接受，我最近看的两部作品比这更夸张。我其实挺希望从《雄狮少年》开始，动画电影作品能拓宽题材，不要老抓着神话幻想题材。就像高速公路旁边破破旧旧的房子一样，修一堵形象墙把它遮住，美观是美观了，但房子还是存在吖。,2021-12-30 21:26:36,2021-12-30 21:31:38,59,6,https://www.zhihu.com/api/v4/answers/2292396302
两个宝贝,10,肯定不会个人观影的感觉舞狮：穷人生存工具，富人娱乐工具 - 两个宝贝的文章 - 知乎 https://zhuanlan.zhihu.com/p/447206755,2021-12-19 19:56:53,2021-12-19 19:56:53,0,6,https://www.zhihu.com/api/v4/answers/2277742906
匿名用户,0,做梦,2021-12-27 17:02:21,2021-12-27 17:02:21,0,4,https://www.zhihu.com/api/v4/answers/2287951406
山风一样自由,20,不可能，它不配,2021-12-27 15:54:48,2021-12-27 15:54:48,0,4,https://www.zhihu.com/api/v4/answers/2287837748
飞翔的荷兰人,2077,雄狮少年应该不会成为去年贺岁档票房冠军。它唯一的作用是警示后来人：作死真的可以把至少20亿的票房缩水十倍！头铁的可以再试试。,2022-01-05 18:45:31,2022-01-05 18:45:31,0,3,https://www.zhihu.com/api/v4/answers/2299006698
陌上人如玉,87,本来有机会，关键努力的方向错了。你在知知乎封回答，在wb买水军有啥用啊？你直接把其他的贺岁片都压机给给了。你妥妥的票房冠军。,2022-01-02 23:55:34,2022-01-02 23:55:34,0,3,https://www.zhihu.com/api/v4/answers/2295572730
每天被封24小时,5,很喜欢一个段子：喜欢雄狮少年的人家里人长得都很像那个电影里面的人：你怎么这样人身攻击啊：你也知道难看啊,2021-12-30 23:33:16,2021-12-30 23:33:16,0,3,https://www.zhihu.com/api/v4/answers/2292515892
知乎用户,61,如果今年是1894年的话，我愿称这电影是票房冠军。,2021-12-30 10:27:55,2021-12-30 10:27:55,1,3,https://www.zhihu.com/api/v4/answers/2291509928
周家二公子,7,第一次看《雄狮少年》，我就深深的爱上了这部电影。是第一部让我在电影院看十遍的电影；是第一部我这几年院线电影中（看了不少于500部电影）最喜欢的国产动画片；是我第一部配乐出来就能让我起鸡皮疙瘩的电影；是第一部让我写了几万字感受和评价的电影；是出现在我朋友圈最多次的一部电影；是我第一次做视频和文章分享在各个平台最多的一部电影；是第一次因为一部电影被几百上千人网暴；是我花了最多时间与金钱的一部电影；是我参与路演（四次）最多的一部电影；是我去过最多电影院看的同一部电影；是为一部电影最疯狂的一次（理智）。说是第一，我想也是唯一了。也如电影中所言，人生其实也是不断的上山、下山，山路望不到头，只能往前了。先做一个自我介绍，一个即将毕业的大四学生，一个很喜欢看电影看书喜欢美术等各种艺术相关的学生。目前观影量大概两千，近年在院线看的电影，平均100部以上。可以说，电影院承包了我大学大部分的快乐和人生思考。喜欢电影的初衷，它能给我很多不一样的思考和收获，能让我感知多样的人生，看到万千个世界。第一次看的时候是2021年12月6号，我想，我应该是很多人中，比较早看的电影。开始音乐出来的时候，我就莫名的感动，当有个穿校服的少年骑着自行车出场，说一句：“我要去看舞狮”。我眼泪就留下来了，不是仿佛看到自己的身影，那不就是我嘛？我既担心，又期待。平时看的都是世界的未知和别人的故事与人生。我永远想不到的是，有一天，我能在一部电影中，看到自己。对了，那也是一次路演，我满腔热血，内心压着一堆话想表达，可惜的是，导演并没有看到我这个一直举手的人呀。期间看了许多版本，IMAX、CINITY。享受那些细节给我带来的回忆与冲击。思考着究竟是什么样的人，有着什么样的故事，是什么样的缘分，才会有这么一部电影与我相遇。第四次看的时候，依旧是路演，有主创看到我的手了，可惜导演没来。不过，也算是满足吧。第九次第十次也是路演，是连续的两场，那是同一天，也就是今天2022年1月3日。穿着最新的衣服，用发泥发胶最多一天。很紧张，也很期待，结果有快乐，也有难过，看到无数跟我一样热爱，并且疯狂的少年。心里还是会有许多感叹：“年轻，真好”。写实方面，最喜欢的是里面的一草一木、一屋一城。最大还原岭南的灌木、丛林、花花草草。既亲切又梦幻，亲切于曾经就是如此，梦幻于如今的沦陷。那一片又一片的蓝天、白云，黄昏后的晚霞，真的好美啊！好想在回家的感觉，因为那片天空下，会让人有安全感，黄昏后的余光，让人感到温暖。细节方面，那校服实在戳心，在农村人看来，校服就是他最好的衣服，不管是过年，还是到外打工都穿着。细致到每一个角落，这是我最佩服电影的方面，多少细节都一秒钟带过。就连房屋瓦上的植物也不放过，那些，真的确确实实的存在。你们看看喝水的杯子、吃饭的饭碗、旁人的买菜篮子等等。其实只不过简单的物品，我佩服这些细节抠得清清楚楚。拍摄方面，你看看那些环绕镜头、后拉镜头，真是一部让我好好学习拍摄视频的标杆啊。故事方面，忘不了初二第一次上广州的打暑假工场景，满街拉车拉货、抬头都是高楼大厦、大飞机从头上飞过。这一切，仿佛还在昨天。忘不了小时候骑自行车去看舞狮；忘不了小时候听到鼓声都会梦中醒来；忘不了第一次摸到狮子、第一次拿起狮头、乃第一次打鼓。为何热爱？因为青春。为何而恨？因爱生恨。人生总有你达不到的高度与奇迹，只能努力去做，做自己想做。是最后一次为此疯狂吧？毕竟青春已逝，有些事情不是自己能决定。如电影结局，终究还是回归正常，生活还得继续。此贴见证我曾经疯狂过、努力过、开心、流泪、绝望。是过去，也是未来，就应该对未来充满希望与寄托。在我的认知了，人生没有什么好后悔，更多的是遗憾罢了。更何况，人生本就充满遗憾。电影对我来说，《雄狮少年》对来说，或许是大学毕业最好的礼物，也是快乐又疯狂的回忆。想说想写的，我想差不多了吧。十刷，刚刚好吧，十全十美，也到此为止吧。希望某一年某一日，某个电影节见，或许，手机上看，也未尝不可。如果有一天，有人问我，我有怎么样的过去，我大概会跟他看一部电影，叫《雄狮少年》，那是别人故事，也是我自己的故事，是别人的那个时代，也是属于我的年代，我就是从那个时间段穿越过来的。更何况，曾经，我也为此疯狂过。你说呢？2021.1.3 留,2022-01-04 12:37:46,2022-01-04 12:46:02,1,2,https://www.zhihu.com/api/v4/answers/2297122002
匿名用户,0,我先不说舞狮用没用错颜色，因为我不懂。也不说眼睛大小问题，毕竟蒙古利亚种确实眼睛较小且以单眼皮为主。先说人物。女主这点作用全删了未尝不可，那点功能随便加在其他人身上完全可以直接忽略女主。然后莫名其妙，怎么随便新来的永远训练完就能pk赢反派啊？就真的不能给提供一点主角一伙本来拥有一些特质正好可以融合舞狮的剧情吗？我最近刚看了怪兽打架那个电影，主角能获胜靠的是一直被打很抗揍的特质和发掘出的善于舞蹈并运用在战斗中所以打败了大反派。这个舞狮团是真的不给这方面的描写啊。倒是确实喊口号要赢很有气势，但是喊口号这能提升实力亩产一千八早实现了。最重要的一点，舞狮表现根本不够啊。就这点表现怎么凸出舞狮啊，舞狮根本就是一种完全可以替换的电影线索。加上这个电影模式完全就是好莱坞那一套换皮啊。主角出现—主角转变—主角回归生活。师父出现—师父救场。某某东西没人在乎了—主角和它都落寞—互相拯救这个因为好莱坞很多电影主旨在主角的个人成长上，所以借助这个模式很好用。可是舞狮这个明显不是适合以个人成长为主题的啊。你就按照贾樟柯拍电影一样，不同人对待同样东西的不同选择造就不同结局，以人和物的关系为核心。个人成长为主旨当中舞狮只能是个可以替换的线索，完全凸出不了。最后建模问题，眼睛小我可以接受，嘴巴凸出我也勉强接受，但是你眼距尺寸也太离谱了。你按照三庭五眼比例来，小眼睛不吊着就是石窟和古画常见的眼睛也说的过去。而且就是好莱坞都知道就算不想遵循比例，也是眼睛靠近眼睛到脸的距离拉长而不是眼距拉长啊。,2021-12-31 20:50:08,2021-12-31 20:50:08,0,2,https://www.zhihu.com/api/v4/answers/2293545473
愚木轩,287,这个片子我没有看。本来还是想去看看的，毕竟我同事已经带她女儿去看了的。我也想带我女儿去看。毕竟宣传的还是咋咋乎乎的啊。前天，我打开知乎，无意中瞥见一句：雄狮少年，一群唐氏儿童的逆袭。我可是真的以为是一群唐氏综合征的儿童的励志故事呢。在这里，我严重声明：我绝对不是对特殊儿童的差别对待哈。多多少少看了一下评论，看来，此片，确实属于越来越凉的境地了。,2021-12-31 09:52:01,2021-12-31 09:52:01,0,2,https://www.zhihu.com/api/v4/answers/2292774056
窝窝偷,10,我认为(｀    _      ´)这个眼睛没毛病,2021-12-30 22:20:09,2021-12-30 22:20:09,2,2,https://www.zhihu.com/api/v4/answers/2292448103
小马,10,抛开剧情不谈，没有让我打瞌睡，中间有的现实的点让我难受，有些思考，这对我来说就是收获，,2021-12-30 21:28:09,2021-12-30 21:28:09,0,2,https://www.zhihu.com/api/v4/answers/2292397821
知乎用户,33,会拿冠菌，不是冠军。传染病毒一样的。还想让人捧成冠军。,2021-12-29 12:23:50,2021-12-29 12:28:50,0,2,https://www.zhihu.com/api/v4/answers/2290332316
猫车不是子,1226,今天宣布的密钥有效期延长至2022年2月17日。大概想过年这段时间再挣回来点票房吧……但大概率懂的都懂，今年电影市场这么干不是一回两回了。,2022-01-05 17:18:01,2022-01-05 17:18:01,0,1,https://www.zhihu.com/api/v4/answers/2298891026
猫车不是子,1226,今天宣布的密钥有效期延长至2022年2月17日。大概想过年这段时间再挣回来点票房吧……但大概率懂的都懂，今年电影市场这么干不是一回两回了。,2022-01-05 17:18:01,2022-01-05 17:18:01,0,1,https://www.zhihu.com/api/v4/answers/2298891026
胡钦,496,中国人长这样啦？尤其图1的小黑，一眼看过去以为山顶洞人。,2022-01-02 20:52:38,2022-01-02 20:57:39,0,1,https://www.zhihu.com/api/v4/answers/2295399537
